BusinessName,BusinessType,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityName,Longitude,Latitude,ImagePath
Iris & June,Restaurant/Cafe/Canteen,SW1P 1WG,5,fhrs_5_en-GB,2023-01-12,Westminster,-0.1364653,51.4966938,images\test\fhrs_5_en-GB.png
Iris Cafe,Restaurant/Cafe/Canteen,SW1V 1QS,4,fhrs_4_en-GB,2024-09-21,Westminster,-0.1405522,51.4922083,images\test\fhrs_4_en-GB.png
Iron Duke,Restaurant/Cafe/Canteen,W1K 4AN,4,fhrs_4_en-GB,2023-08-24,Westminster,-0.1459443,51.5126802,images\test\fhrs_4_en-GB.png
Ishtar Restaurant,Restaurant/Cafe/Canteen,W1U 6AZ,5,fhrs_5_en-GB,2024-08-29,Westminster,-0.1582819,51.5201586,images\test\fhrs_5_en-GB.png
Island Poke,Takeaway/sandwich shop,SW1E 6RD,5,fhrs_5_en-GB,2024-09-30,Westminster,-0.1388077,51.4968389,images\test\fhrs_5_en-GB.png
Island Poke,Restaurant/Cafe/Canteen,W1B 5PQ,5,fhrs_5_en-GB,2023-08-31,Westminster,-0.1388338,51.5124596,images\test\fhrs_5_en-GB.png
Island Poké,Restaurant/Cafe/Canteen,W1W 8AU,5,fhrs_5_en-GB,2023-11-10,Westminster,-0.1398629,51.5165586,images\test\fhrs_5_en-GB.png
Isola,Restaurant/Cafe/Canteen,W1U 1AY,5,fhrs_5_en-GB,2023-06-12,Westminster,-0.1503238,51.5152133,images\test\fhrs_5_en-GB.png
Iss Facility Services,Restaurant/Cafe/Canteen,W1G 0PL,5,fhrs_5_en-GB,2024-03-21,Westminster,-0.1459607,51.5161786,images\test\fhrs_5_en-GB.png
Iss Support Services,Restaurant/Cafe/Canteen,SW1E 5LB,5,fhrs_5_en-GB,2020-01-27,Westminster,-0.1434928,51.4967745,images\test\fhrs_5_en-GB.png
It Restaurant,Restaurant/Cafe/Canteen,W1S 4NA,5,fhrs_5_en-GB,2022-04-27,Westminster,-0.1429373,51.5093682,images\test\fhrs_5_en-GB.png
Itaewon Burger & Chicken,Restaurant/Cafe/Canteen,W9 1BT,4,fhrs_4_en-GB,2023-05-02,Westminster,-0.1788558,51.5254617,images\test\fhrs_4_en-GB.png
Italian Bear Chocolate,Restaurant/Cafe/Canteen,W1T 1JG,5,fhrs_5_en-GB,2024-10-22,Westminster,-0.1345958,51.51777,images\test\fhrs_5_en-GB.png
Italian Bear Chocolate,Restaurant/Cafe/Canteen,W1F 9QL,4,fhrs_4_en-GB,2024-02-20,Westminster,-0.1367127,51.5132263,images\test\fhrs_4_en-GB.png
Its All Greek To Me,Restaurant/Cafe/Canteen,W2 1NT,5,fhrs_5_en-GB,2024-11-28,Westminster,-0.172514,51.5171528,images\test\fhrs_5_en-GB.png
IT'S BAGELS SOHO,Restaurant/Cafe/Canteen,W1F 8DP,5,fhrs_5_en-GB,2024-12-03,Westminster,-0.1360317,51.5147263,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1U 3AH,5,fhrs_5_en-GB,2024-07-26,Westminster,-0.1557667,51.5171245,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,SW1E 5NA,5,fhrs_5_en-GB,2024-04-30,Westminster,-0.1407679,51.4964653,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1J 9EG,5,fhrs_5_en-GB,2023-11-16,Westminster,-0.1397584,51.5078071,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,SW1P 2BX,5,fhrs_5_en-GB,2023-02-16,Westminster,-0.129666,51.4970262,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,WC2H 9LY,5,fhrs_5_en-GB,2023-11-30,Westminster,-0.1242446,51.5136121,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1W 5QY,5,fhrs_5_en-GB,2023-11-08,Westminster,-0.1437031,51.5234899,images\test\fhrs_5_en-GB.png
Itsu,Takeaway/sandwich shop,W1F 0DG,5,fhrs_5_en-GB,2024-01-05,Westminster,-0.1361326,51.513316,images\test\fhrs_5_en-GB.png
Itsu,Takeaway/sandwich shop,WC2N 5HZ,5,fhrs_5_en-GB,2023-05-30,Westminster,-0.1244289,51.508777,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1W 8DS,5,fhrs_5_en-GB,2023-12-14,Westminster,-0.1394031,51.5165942,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,SW1H 0EU,5,fhrs_5_en-GB,2024-05-10,Westminster,-0.1333483,51.4978762,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1B 2HP,5,fhrs_5_en-GB,2024-06-04,Westminster,-0.1430678,51.51714,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1U 6UA,5,fhrs_5_en-GB,2024-07-16,Westminster,-0.1570364,51.5217307,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,SW1V 1JT,5,fhrs_5_en-GB,2023-11-09,Westminster,-0.1443294,51.4949749,images\test\fhrs_5_en-GB.png
itsu,Restaurant/Cafe/Canteen,W1C 2JS,5,fhrs_5_en-GB,2024-09-28,Westminster,-0.1495888,51.5137898,images\test\fhrs_5_en-GB.png
Itsu,Restaurant/Cafe/Canteen,W1S 1JX,5,fhrs_5_en-GB,2023-11-23,Westminster,-0.1430619,51.5133899,images\test\fhrs_5_en-GB.png
Ivy Cafe,Restaurant/Cafe/Canteen,W1U 2QA,5,fhrs_5_en-GB,2023-05-16,Westminster,-0.1506065,51.5174839,images\test\fhrs_5_en-GB.png
J Sheekey,Restaurant/Cafe/Canteen,WC2N 4AL,5,fhrs_5_en-GB,2024-07-25,Westminster,-0.1277721,51.5108897,images\test\fhrs_5_en-GB.png
J&S,Restaurant/Cafe/Canteen,W1H 4LD,4,fhrs_4_en-GB,2023-03-09,Westminster,-0.1663823,51.5180193,images\test\fhrs_4_en-GB.png
Jaego's House,Restaurant/Cafe/Canteen,W10 4RH,5,fhrs_5_en-GB,2024-12-06,Westminster,-0.2145315,51.5270353,images\test\fhrs_5_en-GB.png
Jaffa Corner,Restaurant/Cafe/Canteen,W2 1ES,2,fhrs_2_en-GB,2024-06-28,Westminster,-0.1685901,51.5186743,images\test\fhrs_2_en-GB.png
Jaks,Restaurant/Cafe/Canteen,W1K 5RS,3,fhrs_3_en-GB,2023-08-01,Westminster,-0.1482676,51.5140298,images\test\fhrs_3_en-GB.png
Jamaica Patty Co,Takeaway/sandwich shop,WC2N 4LA,5,fhrs_5_en-GB,2024-08-05,Westminster,-0.126696,51.5111243,images\test\fhrs_5_en-GB.png
Jamavar,Restaurant/Cafe/Canteen,W1K 3NF,2,fhrs_2_en-GB,2024-11-26,Westminster,-0.1483742,51.5103355,images\test\fhrs_2_en-GB.png
James Street Kitchen,Restaurant/Cafe/Canteen,W1U 1EH,4,fhrs_4_en-GB,2024-10-14,Westminster,-0.1503107,51.5148264,images\test\fhrs_4_en-GB.png
Jamie Oliver Catherine St,Restaurant/Cafe/Canteen,WC2B 5JY,3,fhrs_3_en-GB,2024-01-05,Westminster,-0.1200302,51.5127083,images\test\fhrs_3_en-GB.png
Jamuna,Restaurant/Cafe/Canteen,W2 1JQ,5,fhrs_5_en-GB,2023-10-19,Westminster,-0.1706288,51.5170785,images\test\fhrs_5_en-GB.png
Japan Centre,Restaurant/Cafe/Canteen,SW1Y 4EA,5,fhrs_5_en-GB,2024-12-10,Westminster,-0.1311707,51.5098142,images\test\fhrs_5_en-GB.png
Japes,Restaurant/Cafe/Canteen,W1D 3RY,1,fhrs_1_en-GB,2024-12-06,Westminster,-0.1326631,51.514277,images\test\fhrs_1_en-GB.png
Java Whiskers Cat Cafe,Restaurant/Cafe/Canteen,W1W 6QF,4,fhrs_4_en-GB,2024-07-13,Westminster,-0.1427109,51.5195354,images\test\fhrs_4_en-GB.png
Jaykur,Restaurant/Cafe/Canteen,W9 3NA,2,fhrs_2_en-GB,2024-10-10,Westminster,-0.2029198,51.5246368,images\test\fhrs_2_en-GB.png
Jay's,Restaurant/Cafe/Canteen,W9 1ST,4,fhrs_4_en-GB,2023-08-21,Westminster,-0.1799191,51.5255502,images\test\fhrs_4_en-GB.png
Jazz After Dark,Restaurant/Cafe/Canteen,W1D 4DQ,2,fhrs_2_en-GB,2024-02-28,Westminster,-0.1310112,51.5144935,images\test\fhrs_2_en-GB.png
JCDecaux,Restaurant/Cafe/Canteen,W2 1PP,5,fhrs_5_en-GB,2024-09-17,Westminster,-0.1701009,51.5183832,images\test\fhrs_5_en-GB.png
JENKI,Restaurant/Cafe/Canteen,WC2E 9JR,5,fhrs_5_en-GB,2024-09-11,Westminster,-0.1237693,51.5133032,images\test\fhrs_5_en-GB.png
Jermyn Street Theatre,Restaurant/Cafe/Canteen,SW1Y 6ST,5,fhrs_5_en-GB,2023-06-19,Westminster,-0.1349044,51.5091598,images\test\fhrs_5_en-GB.png
Jeru,Restaurant/Cafe/Canteen,W1J 8DS,5,fhrs_5_en-GB,2024-03-07,Westminster,-0.1427846,51.5081608,images\test\fhrs_5_en-GB.png
Jikoni,Restaurant/Cafe/Canteen,W1U 3DH,5,fhrs_5_en-GB,2023-11-28,Westminster,-0.1531526,51.5183244,images\test\fhrs_5_en-GB.png
Jin Li,Restaurant/Cafe/Canteen,WC2H 7BL,1,fhrs_1_en-GB,2024-08-06,Westminster,-0.1310513,51.5110499,images\test\fhrs_1_en-GB.png
Jin Li China Town,Restaurant/Cafe/Canteen,WC2H 7PR,1,fhrs_1_en-GB,2024-10-31,Westminster,-0.1294182,51.5121371,images\test\fhrs_1_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,SW1W 9SA,5,fhrs_5_en-GB,2023-07-27,Westminster,-0.1472179,51.4940854,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1B 4AD,5,fhrs_5_en-GB,2024-11-15,Westminster,-0.1390807,51.5120589,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1K 6WP,2,fhrs_2_en-GB,2024-01-25,Westminster,-0.15353582,51.51338831,images\test\fhrs_2_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1S 2QN,4,fhrs_4_en-GB,2023-01-17,Westminster,-0.1419003,51.513046,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1J 0DL,5,fhrs_5_en-GB,2024-07-22,Westminster,-0.1365839,51.5093214,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1F 7JG,3,fhrs_3_en-GB,2024-02-06,Westminster,-0.1391829,51.5141468,images\test\fhrs_3_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1T 1JN,4,fhrs_4_en-GB,2024-04-08,Westminster,-0.1337113,51.5170543,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W2 4UA,2,fhrs_2_en-GB,2024-01-03,Westminster,-0.1902257,51.5154471,images\test\fhrs_2_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1D 4QD,4,fhrs_4_en-GB,2022-10-11,Westminster,-0.1319073,51.513024,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,WC2E 9AR,5,fhrs_5_en-GB,2024-03-07,Westminster,-0.1257369,51.5113158,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1F 9TW,3,fhrs_3_en-GB,2023-10-30,Westminster,-0.1361989,51.5113387,images\test\fhrs_3_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1F 9QU,3,fhrs_3_en-GB,2023-07-12,Westminster,-0.1378102,51.5128211,images\test\fhrs_3_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1U 3AH,5,fhrs_5_en-GB,2024-01-24,Westminster,-0.1557667,51.5171245,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1U 5AB,5,fhrs_5_en-GB,2023-07-11,Westminster,-0.1554305,51.5208062,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1U 3RB,5,fhrs_5_en-GB,2023-06-01,Westminster,-0.1511952,51.5161173,images\test\fhrs_5_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1J 8DW,3,fhrs_3_en-GB,2024-01-10,Westminster,-0.1426797,51.5079073,images\test\fhrs_3_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1W 6PA,4,fhrs_4_en-GB,2023-09-29,Westminster,-0.1420381,51.5190661,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1U 6FH,4,fhrs_4_en-GB,2024-10-31,Westminster,-0.1573262,51.5209799,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1B 2HF,4,fhrs_4_en-GB,2023-05-22,Westminster,-0.142605,51.5161165,images\test\fhrs_4_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,SW1E 6SQ,3,fhrs_3_en-GB,2024-02-03,Westminster,-0.138442,51.4973277,images\test\fhrs_3_en-GB.png
Joe & The Juice,Restaurant/Cafe/Canteen,W1C 2JS,5,fhrs_5_en-GB,2024-05-24,Westminster,-0.1495888,51.5137898,images\test\fhrs_5_en-GB.png
Joe Allen,Restaurant/Cafe/Canteen,WC2E 7PX,5,fhrs_5_en-GB,2024-01-18,Westminster,-0.1204714,51.5111544,images\test\fhrs_5_en-GB.png
Joe Blakes,Takeaway/sandwich shop,W1K 5JN,2,fhrs_2_en-GB,2024-10-21,Westminster,-0.1493115,51.5138754,images\test\fhrs_2_en-GB.png
John Lewis,Restaurant/Cafe/Canteen,SW1V 2QX,5,fhrs_5_en-GB,2024-09-19,Westminster,-0.1324381,51.4894805,images\test\fhrs_5_en-GB.png
John Lewis Customer Services,Restaurant/Cafe/Canteen,SW1E 5NN,5,fhrs_5_en-GB,2024-04-06,Westminster,-0.1414738,51.4964675,images\test\fhrs_5_en-GB.png
Jollibee,Restaurant/Cafe/Canteen,WC2H 7LE,4,fhrs_4_en-GB,2024-02-01,Westminster,-0.1292647,51.5106887,images\test\fhrs_4_en-GB.png
Jonny Loves,Restaurant/Cafe/Canteen,W1D 7PQ,5,fhrs_5_en-GB,2023-10-23,Westminster,-0.1336196,51.5120351,images\test\fhrs_5_en-GB.png
Joury Restaurant,Restaurant/Cafe/Canteen,W2 2HZ,5,fhrs_5_en-GB,2023-08-10,Westminster,-0.1640185,51.5155094,images\test\fhrs_5_en-GB.png
Joy King Lau,Restaurant/Cafe/Canteen,WC2H 7BL,5,fhrs_5_en-GB,2023-10-10,Westminster,-0.1310927,51.5110955,images\test\fhrs_5_en-GB.png
Joyce'S Jerk Joint,Restaurant/Cafe/Canteen,W1F 8ZD,4,fhrs_4_en-GB,2022-07-05,Westminster,-0.1356441,51.5153946,images\test\fhrs_4_en-GB.png
JRK Kitchen,Restaurant/Cafe/Canteen,W2 5DP,3,fhrs_3_en-GB,2024-10-16,Westminster,-0.1882782,51.5168937,images\test\fhrs_3_en-GB.png
Jugemu,Restaurant/Cafe/Canteen,W1D 6JY,1,fhrs_1_en-GB,2024-06-17,Westminster,-0.1332662,51.5122183,images\test\fhrs_1_en-GB.png
Juice & Sweet 2,Restaurant/Cafe/Canteen,W2 1NT,5,fhrs_5_en-GB,2022-05-30,Westminster,-0.1721002,51.5174071,images\test\fhrs_5_en-GB.png
Juice Land,Takeaway/sandwich shop,W2 4QJ,4,fhrs_4_en-GB,2022-02-17,Westminster,-0.1873758,51.5109447,images\test\fhrs_4_en-GB.png
Jumak 39,Restaurant/Cafe/Canteen,SW1Y 4EA,5,fhrs_5_en-GB,2024-04-23,Westminster,-0.132064,51.5095463,images\test\fhrs_5_en-GB.png
Junior Adventures Group,Restaurant/Cafe/Canteen,SW1W 8PF,4,fhrs_4_en-GB,2024-02-19,Westminster,-0.1516372,51.4902523,images\test\fhrs_4_en-GB.png
Junior Adventures Group,Restaurant/Cafe/Canteen,WC2B 5SU,5,fhrs_5_en-GB,2023-03-24,Westminster,-0.1191301,51.5135662,images\test\fhrs_5_en-GB.png
Junk Soho,Restaurant/Cafe/Canteen,W1D 6HL,5,fhrs_5_en-GB,2024-09-19,Westminster,-0.1324121,51.5126633,images\test\fhrs_5_en-GB.png
Junsei,Restaurant/Cafe/Canteen,W1H 1NS,4,fhrs_4_en-GB,2024-06-20,Westminster,-0.163519,51.5204026,images\test\fhrs_4_en-GB.png
Jy House London,Restaurant/Cafe/Canteen,W1K 4AL,5,fhrs_5_en-GB,2023-01-30,Westminster,-0.1458313,51.5126244,images\test\fhrs_5_en-GB.png
K Pop,Restaurant/Cafe/Canteen,W1W 8SB,3,fhrs_3_en-GB,2024-01-16,Westminster,-0.1418731,51.5163927,images\test\fhrs_3_en-GB.png
Kaffeine,Restaurant/Cafe/Canteen,W1T 3AY,5,fhrs_5_en-GB,2015-08-04,Westminster,-0.0647321,51.6211045,images\test\fhrs_5_en-GB.png
Kafi,Restaurant/Cafe/Canteen,W1D 2JS,5,fhrs_5_en-GB,2022-03-16,Westminster,-0.1384395,51.515412,images\test\fhrs_5_en-GB.png
Kahve Dunyasi,Restaurant/Cafe/Canteen,W1J 9HU,1,fhrs_1_en-GB,2024-01-23,Westminster,-0.1362478,51.5090823,images\test\fhrs_1_en-GB.png
Kai Mayfair,Restaurant/Cafe/Canteen,W1K 2QU,5,fhrs_5_en-GB,2023-08-23,Westminster,-0.1516957,51.5087422,images\test\fhrs_5_en-GB.png
Kaiserali fluffy pancake,Takeaway/sandwich shop,W9 2AH,5,fhrs_5_en-GB,2024-02-15,Westminster,-0.1973777,51.5237065,images\test\fhrs_5_en-GB.png
KALEIDO ROLLS,Takeaway/sandwich shop,W1B 5PJ,5,fhrs_5_en-GB,2023-07-12,Westminster,-0.138932,51.5125241,images\test\fhrs_5_en-GB.png
Kanada-Ya,Restaurant/Cafe/Canteen,W1F 7PR,3,fhrs_3_en-GB,2023-09-11,Westminster,-0.1390122,51.5137394,images\test\fhrs_3_en-GB.png
Kanada-Ya,Restaurant/Cafe/Canteen,SW1Y 4DL,4,fhrs_4_en-GB,2023-11-28,Westminster,-0.131989,51.5092663,images\test\fhrs_4_en-GB.png
Kandaka Cafe,Restaurant/Cafe/Canteen,W2 1DY,1,fhrs_1_en-GB,2023-05-25,Westminster,-0.170955,51.5208065,images\test\fhrs_1_en-GB.png
Kanishka,Restaurant/Cafe/Canteen,W1S 2QH,4,fhrs_4_en-GB,2024-11-04,Westminster,-0.1417474,51.5131083,images\test\fhrs_4_en-GB.png
Kanpai Classic,Restaurant/Cafe/Canteen,W1F 8WD,5,fhrs_5_en-GB,2024-08-01,Westminster,-0.1348816,51.5143033,images\test\fhrs_5_en-GB.png
Kapara,Restaurant/Cafe/Canteen,W1D 4AL,2,fhrs_2_en-GB,2024-10-24,Westminster,-0.130479,51.5145405,images\test\fhrs_2_en-GB.png
Karamay Uyghur Cuisine,Restaurant/Cafe/Canteen,W1W 8LR,0,fhrs_0_en-GB,2024-08-29,Westminster,-0.1416954,51.516156,images\test\fhrs_0_en-GB.png
Karamay Uyghur Cuisine,Restaurant/Cafe/Canteen,W2 6BG,4,fhrs_4_en-GB,2024-11-06,Westminster,-0.1878302,51.5158347,images\test\fhrs_4_en-GB.png
Kasa And Kin,Restaurant/Cafe/Canteen,W1F 7NH,4,fhrs_4_en-GB,2024-06-20,Westminster,-0.1369752,51.5142107,images\test\fhrs_4_en-GB.png
Kasa Cafe,Restaurant/Cafe/Canteen,W1W 6YJ,4,fhrs_4_en-GB,2023-10-06,Westminster,-0.1396725,51.5205214,images\test\fhrs_4_en-GB.png
Kaspas,Restaurant/Cafe/Canteen,W1D 3SP,0,fhrs_0_en-GB,2024-12-10,Westminster,-0.1332048,51.5144757,images\test\fhrs_0_en-GB.png
Kastner And Ovens,Restaurant/Cafe/Canteen,WC2E 9DA,4,fhrs_4_en-GB,2023-08-08,Westminster,-0.1227948,51.513472,images\test\fhrs_4_en-GB.png
Kateh Restaurant,Restaurant/Cafe/Canteen,W9 2PX,5,fhrs_5_en-GB,2023-10-17,Westminster,-0.1838189,51.5221035,images\test\fhrs_5_en-GB.png
Kauai Mayfair,Restaurant/Cafe/Canteen,W1K 7DA,2,fhrs_2_en-GB,2024-06-14,Westminster,-0.1563449,51.5131588,images\test\fhrs_2_en-GB.png
Kazan,Restaurant/Cafe/Canteen,SW1V 1DW,5,fhrs_5_en-GB,2023-06-21,Westminster,-0.1407506,51.4926431,images\test\fhrs_5_en-GB.png
K-Eats,Takeaway/sandwich shop,W1C 2JS,2,fhrs_2_en-GB,2024-10-24,Westminster,-0.1495888,51.5137898,images\test\fhrs_2_en-GB.png
Kebhouze,Restaurant/Cafe/Canteen,W1D 2JL,1,fhrs_1_en-GB,2024-08-13,Westminster,-0.1375096,51.5155951,images\test\fhrs_1_en-GB.png
KEFé,Restaurant/Cafe/Canteen,W1W 7NB,5,fhrs_5_en-GB,2024-07-02,Westminster,-0.1414895,51.5172973,images\test\fhrs_5_en-GB.png
Kendal Street Kitchen,Restaurant/Cafe/Canteen,W2 2AW,5,fhrs_5_en-GB,2024-03-21,Westminster,-0.1662786,51.5148613,images\test\fhrs_5_en-GB.png
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,W1U 6TZ,4,fhrs_4_en-GB,2024-05-07,Westminster,-0.1570364,51.5217307,images\test\fhrs_4_en-GB.png
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,W2 1EB,4,fhrs_4_en-GB,2024-06-12,Westminster,-0.1721677,51.5218416,images\test\fhrs_4_en-GB.png
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,W9 3QA,5,fhrs_5_en-GB,2024-08-19,Westminster,-0.2021534,51.524697,images\test\fhrs_5_en-GB.png
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,W2 3RY,5,fhrs_5_en-GB,2023-07-11,Westminster,-0.1872603,51.51204,images\test\fhrs_5_en-GB.png
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,SW1W 9SJ,5,fhrs_5_en-GB,2023-07-10,Westminster,-0.1457445,51.4945387,images\test\fhrs_5_en-GB.png
Kerridges Bar And Grill,Restaurant/Cafe/Canteen,WC2N 5AE,5,fhrs_5_en-GB,2024-07-18,Westminster,-0.1245559,51.5067377,images\test\fhrs_5_en-GB.png
Keu,Restaurant/Cafe/Canteen,W1F 8PY,3,fhrs_3_en-GB,2024-12-06,Westminster,-0.1365945,51.5143575,images\test\fhrs_3_en-GB.png
KFC,Restaurant/Cafe/Canteen,WC2H 0AP,5,fhrs_5_en-GB,2024-06-05,Westminster,-0.1286241,51.5115508,images\test\fhrs_5_en-GB.png
Khan'S Restaurant,Restaurant/Cafe/Canteen,W2 4UA,5,fhrs_5_en-GB,2024-11-06,Westminster,-0.1889961,51.515511,images\test\fhrs_5_en-GB.png
Khuttar Restaurant,Restaurant/Cafe/Canteen,W2 1RD,5,fhrs_5_en-GB,2024-12-13,Westminster,-0.1718759,51.5172508,images\test\fhrs_5_en-GB.png
KIBAKO LONDON,Restaurant/Cafe/Canteen,W1W 6PQ,0,fhrs_0_en-GB,2024-09-11,Westminster,-0.1422122,51.5193926,images\test\fhrs_0_en-GB.png
Kibele,Restaurant/Cafe/Canteen,W1W 5PJ,5,fhrs_5_en-GB,2024-05-14,Westminster,-0.1438266,51.5218732,images\test\fhrs_5_en-GB.png
Kiku Restaurant,Restaurant/Cafe/Canteen,W1J 7BE,5,fhrs_5_en-GB,2024-01-15,Westminster,-0.1457186,51.5068853,images\test\fhrs_5_en-GB.png
Kiln,Restaurant/Cafe/Canteen,W1F 9TL,5,fhrs_5_en-GB,2023-10-04,Westminster,-0.1360671,51.5113905,images\test\fhrs_5_en-GB.png
Kimchimama,Takeaway/sandwich shop,SW1V 1SW,4,fhrs_4_en-GB,2024-11-29,Westminster,-0.1394491,51.4927663,images\test\fhrs_4_en-GB.png
Kin,Restaurant/Cafe/Canteen,W1W 6DT,5,fhrs_5_en-GB,2023-04-27,Westminster,-0.1403673,51.5193903,images\test\fhrs_5_en-GB.png
Kineya Mugimaru,Restaurant/Cafe/Canteen,WC2N 6NJ,4,fhrs_4_en-GB,2024-08-23,Westminster,-0.1229117,51.5074757,images\test\fhrs_4_en-GB.png
King,Restaurant/Cafe/Canteen,W1F 8FY,5,fhrs_5_en-GB,2023-04-03,Westminster,-0.1352582,51.5156672,images\test\fhrs_5_en-GB.png
King Panther,Restaurant/Cafe/Canteen,W1W 6QT,4,fhrs_4_en-GB,2023-09-27,Westminster,-0.1426599,51.5204339,images\test\fhrs_4_en-GB.png
King Solomon Academy Yys,Restaurant/Cafe/Canteen,W2 1ND,5,fhrs_5_en-GB,2024-09-12,Westminster,-0.177185,51.5225401,images\test\fhrs_5_en-GB.png
Kingdom Of Sweets,Takeaway/sandwich shop,W1D 7DH,4,fhrs_4_en-GB,2021-11-16,Westminster,-0.1327522,51.510222,images\test\fhrs_4_en-GB.png
Kings Arms,Restaurant/Cafe/Canteen,W1J 7QA,5,fhrs_5_en-GB,2024-07-09,Westminster,-0.1461009,51.5063428,images\test\fhrs_5_en-GB.png
Kings Arms Public House,Restaurant/Cafe/Canteen,W1W 7QL,4,fhrs_4_en-GB,2024-07-01,Westminster,-0.140258,51.5185343,images\test\fhrs_4_en-GB.png
Kings Food,Restaurant/Cafe/Canteen,WC2B 4BG,4,fhrs_4_en-GB,2023-06-20,Westminster,-0.1177417,51.5122849,images\test\fhrs_4_en-GB.png
Kings Head Public House,Restaurant/Cafe/Canteen,W1G 8PJ,4,fhrs_4_en-GB,2022-05-31,Westminster,-0.1501993,51.5197077,images\test\fhrs_4_en-GB.png
Kings Head Public House,Restaurant/Cafe/Canteen,W2 4AH,5,fhrs_5_en-GB,2023-02-08,Westminster,-0.1891486,51.5123929,images\test\fhrs_5_en-GB.png
Kintan,Restaurant/Cafe/Canteen,W1G 0HY,2,fhrs_2_en-GB,2024-04-17,Westminster,-0.1426973,51.5159741,images\test\fhrs_2_en-GB.png
Kioskaf?,Restaurant/Cafe/Canteen,W2 1QH,4,fhrs_4_en-GB,2019-11-25,Westminster,-0.1727167,51.5167693,images\test\fhrs_4_en-GB.png
Kish Lounge,Restaurant/Cafe/Canteen,NW6 5SD,5,fhrs_5_en-GB,2023-05-31,Westminster,-0.1902183,51.5352057,images\test\fhrs_5_en-GB.png
Kish Restaurant,Restaurant/Cafe/Canteen,NW6 5SD,4,fhrs_4_en-GB,2024-03-23,Westminster,-0.1902183,51.5352057,images\test\fhrs_4_en-GB.png
Kiss the hippo,Restaurant/Cafe/Canteen,WC2N 4LA,5,fhrs_5_en-GB,2024-02-12,Westminster,-0.1265364,51.5111488,images\test\fhrs_5_en-GB.png
Kiss the Hippo,Restaurant/Cafe/Canteen,W1S 2JA,5,fhrs_5_en-GB,2024-05-14,Westminster,-0.1404212,51.5120532,images\test\fhrs_5_en-GB.png
Kiss the hippo,Restaurant/Cafe/Canteen,W1F 9LD,3,fhrs_3_en-GB,2024-09-12,Westminster,-0.1380846,51.5117463,images\test\fhrs_3_en-GB.png
Kiss the Hippo,Restaurant/Cafe/Canteen,W1T 3LY,5,fhrs_5_en-GB,2023-06-29,Westminster,-0.1373579,51.5186052,images\test\fhrs_5_en-GB.png
Kiss The Hippo,Restaurant/Cafe/Canteen,W1W 8SG,5,fhrs_5_en-GB,2024-04-18,Westminster,-0.1416242,51.5164876,images\test\fhrs_5_en-GB.png
